FUR-TA-3347,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",0.1,60.56,each,1.82,68.23
FUR-TA-3353,Furniture,Tables,"Barricks Training Table, Fully Assembled",0.1,172.68,each,5.18,63.95
FUR-TA-3354,Furniture,Tables,"Barricks Training Table, Rectangular",0.1,208.48,each,6.25,63.17
FUR-TA-3410,Furniture,Tables,Bevis 36 x 72 Conference Tables,0.1,97.1,each,2.91,74.69
FUR-TA-3420,Furniture,Tables,"Bevis Conference Table, Fully Assembled",0.1,795.72,each,23.87,647.66
FUR-TA-3421,Furniture,Tables,"Bevis Conference Table, Rectangular",0.1,479.1,each,14.37,921.33
FUR-TA-3422,Furniture,Tables,"Bevis Conference Table, with Bottom Storage",0.1,554.28,each,16.63,923.76
FUR-TA-3424,Furniture,Tables,Bevis Rectangular Conference Tables,0.1,122.62,each,3.68,72.99
FUR-TA-3557,Furniture,Tables,BPI Conference Tables,0.1,116.84,each,3.51,73.03
FUR-TA-3756,Furniture,Tables,"Chromcraft Coffee Table, Fully Assembled",0.1,121.76,each,3.65,53.71
FUR-TA-3757,Furniture,Tables,"Chromcraft Coffee Table, Rectangular",0.1,88.22,each,2.65,70.58
FUR-TA-3764,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled",0.1,708.06,each,21.24,874.14
FUR-TA-3765,Furniture,Tables,"Chromcraft Conference Table, Rectangular",0.1,565.68,each,16.97,870.24
FUR-TA-3766,Furniture,Tables,"Chromcraft Conference Table, with Bottom Storage",0.1,811.59,each,24.35,872.67
FUR-TA-3775,Furniture,Tables,"Chromcraft Training Table, Rectangular",0.1,172.64,each,5.18,56.29
FUR-TA-4615,Furniture,Tables,Hon 2111 Invitation Series Straight Table,0.1,119.74,each,3.59,73.92
FUR-TA-4617,Furniture,Tables,Hon 4060 Series Tables,0.1,87.33,each,2.62,67.18
FUR-TA-4635,Furniture,Tables,"Hon Coffee Table, Fully Assembled",0.1,307.86,each,9.24,63.47
FUR-TA-4636,Furniture,Tables,"Hon Coffee Table, with Bottom Storage",0.1,197.98,each,5.94,63.18
FUR-TA-4645,Furniture,Tables,"Hon Conference Table, Adjustable Height",0.1,702,each,21.06,646.57
FUR-TA-4646,Furniture,Tables,"Hon Conference Table, Fully Assembled",0.1,581.46,each,17.44,922.95
FUR-TA-4707,Furniture,Tables,"Hon Training Table, Rectangular",0.1,112.3,each,3.37,66.05
FUR-TA-4708,Furniture,Tables,"Hon Training Table, with Bottom Storage",0.1,192.99,each,5.79,66.54
FUR-TA-4943,Furniture,Tables,KI Adjustable-Height Table,0.1,63.63,each,1.91,51.59
FUR-TA-4944,Furniture,Tables,KI Conference Tables,0.1,59.55,each,1.79,56.71
FUR-TA-5050,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",0.1,100,each,3,50.84
FUR-TA-5051,Furniture,Tables,"Lesro Coffee Table, Fully Assembled",0.1,126.75,each,3.8,50.69
FUR-TA-5052,Furniture,Tables,"Lesro Coffee Table, Rectangular",0.1,244.59,each,7.34,74.87
FUR-TA-5057,Furniture,Tables,"Lesro Conference Table, Adjustable Height",0.1,799.59,each,23.99,859.77
FUR-TA-5058,Furniture,Tables,"Lesro Conference Table, Fully Assembled",0.1,824.7,each,24.74,859.05
FUR-TA-5059,Furniture,Tables,"Lesro Conference Table, Rectangular",0.1,470.34,each,14.11,855.15
FUR-TA-5060,Furniture,Tables,"Lesro Conference Table, with Bottom Storage",0.1,497.4,each,14.92,857.58
FUR-TA-5066,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",0.1,59.24,each,1.78,49.96
FUR-TA-5067,Furniture,Tables,"Lesro Training Table, Adjustable Height",0.1,249.33,each,7.48,54.2
FUR-TA-5068,Furniture,Tables,"Lesro Training Table, Fully Assembled",0.1,115.32,each,3.46,54.05
FUR-TA-5772,Furniture,Tables,Safco Drafting Table,0.1,50.4,each,1.51,56.78
OFF-AP-2863,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,0.1,212.13,each,6.36,58.92
OFF-AP-2868,Office Supplies,Appliances,3M Office Air Cleaner,0.1,16.89,each,0.51,25.98
OFF-AP-2872,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,0.1,23.13,each,0.69,7.58
OFF-AP-2885,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,0.1,5.99,each,0.18,1.66
OFF-AP-2886,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,0.1,13.01,each,0.39,3.66
OFF-AP-2887,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,0.1,10.63,each,0.32,2.91
OFF-AP-2888,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,0.1,8.46,each,0.25,2.42
OFF-AP-2889,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",0.1,85.11,each,2.55,24.32
OFF-AP-2932,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",0.1,6.38,each,0.19,6.9
OFF-AP-2933,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,0.1,32.57,each,0.98,8.8
OFF-AP-2934,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",0.1,43.44,each,1.3,49.64
OFF-AP-3126,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,0.1,56.34,each,1.69,16.1
OFF-AP-3179,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,0.1,130.31,each,3.91,36.2
OFF-AP-3363,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,0.1,39.23,each,1.18,10.9
OFF-AP-3364,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,0.1,8.06,each,0.24,2.18
OFF-AP-3365,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,0.1,28.43,each,0.85,39.48
OFF-AP-3366,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,0.1,28.03,each,0.84,31.58
OFF-AP-3367,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,0.1,10.34,each,0.31,2.79
OFF-AP-3368,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,0.1,29.51,each,0.89,8.2
OFF-AP-3369,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.1,43.19,each,1.3,12
OFF-AP-3371,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,0.1,48.64,each,1.46,69.48
OFF-AP-3372,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,0.1,16.09,each,0.48,18.38
OFF-AP-3374,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,0.1,37.97,each,1.14,10.7
OFF-AP-3375,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0.1,13.56,each,0.41,15.07
OFF-AP-3376,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,0.1,30.52,each,0.92,34.38
OFF-AP-3377,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,0.1,22.74,each,0.68,6.5
OFF-AP-3400,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,0.1,34.49,each,1.03,9.72
OFF-AP-3503,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,0.1,11.39,each,0.34,3.5
OFF-AP-3504,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,0.1,28.6,each,0.86,46.89
OFF-AP-3505,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,0.1,6.29,each,0.19,6.71
OFF-AP-3558,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0.1,2.31,each,0.07,2.6
OFF-AP-3563,Office Supplies,Appliances,"Breville Blender, Black",0.1,86.1,each,2.58,26.9
OFF-AP-3564,Office Supplies,Appliances,"Breville Blender, Silver",0.1,38.52,each,1.16,36.1
OFF-AP-3565,Office Supplies,Appliances,"Breville Blender, White",0.1,71.91,each,2.16,27.3
OFF-AP-3566,Office Supplies,Appliances,"Breville Coffee Grinder, Black",0.1,39.84,each,1.2,30.65
OFF-AP-3567,Office Supplies,Appliances,"Breville Coffee Grinder, Red",0.1,30.52,each,0.92,41.24
OFF-AP-3568,Office Supplies,Appliances,"Breville Coffee Grinder, Silver",0.1,37.59,each,1.13,18.78
OFF-AP-3569,Office Supplies,Appliances,"Breville Coffee Grinder, White",0.1,58.2,each,1.75,24
OFF-AP-3582,Office Supplies,Appliances,"Breville Toaster, Black",0.1,50.26,each,1.51,20.3
OFF-AP-3583,Office Supplies,Appliances,"Breville Toaster, Red",0.1,30.7,each,0.92,30.68
OFF-AP-3584,Office Supplies,Appliances,"Breville Toaster, Silver",0.1,31.52,each,0.95,30.98
OFF-AP-3585,Office Supplies,Appliances,"Breville Toaster, White",0.1,40.44,each,1.21,22.46
OFF-AP-3838,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",0.1,2.88,each,0.09,0.78
OFF-AP-3845,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",0.1,40.44,each,1.21,11.39
OFF-AP-3856,Office Supplies,Appliances,"Cuisinart Blender, Black",0.1,65.76,each,1.97,19.93
OFF-AP-3857,Office Supplies,Appliances,"Cuisinart Blender, Red",0.1,43.34,each,1.3,26.8
OFF-AP-3858,Office Supplies,Appliances,"Cuisinart Blender, Silver",0.1,65.04,each,1.95,33.87
OFF-AP-3859,Office Supplies,Appliances,"Cuisinart Blender, White",0.1,37.36,each,1.12,26.05
OFF-AP-3860,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Black",0.1,21.82,each,0.65,10.14
OFF-AP-3861,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Red",0.1,21.63,each,0.65,15.44
OFF-AP-3862,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Silver",0.1,31.5,each,0.95,11.81
OFF-AP-3863,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",0.1,21.69,each,0.65,11.03
OFF-AP-3864,Office Supplies,Appliances,"Cuisinart Microwave, Black",0.1,151.92,each,4.56,74.1
OFF-AP-3876,Office Supplies,Appliances,"Cuisinart Toaster, Black",0.1,33.87,each,1.02,21.16
OFF-AP-3877,Office Supplies,Appliances,"Cuisinart Toaster, Red",0.1,33.16,each,0.99,21.38
OFF-AP-3878,Office Supplies,Appliances,"Cuisinart Toaster, Silver",0.1,26.76,each,0.8,21.68
OFF-AP-3879,Office Supplies,Appliances,"Cuisinart Toaster, White",0.1,40.77,each,1.22,15.48
OFF-AP-3967,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,0.1,3.23,each,0.1,4.37
OFF-AP-4215,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,0.1,3.05,each,0.09,0.81
OFF-AP-4216,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",0.1,35.59,each,1.07,49.43
OFF-AP-4218,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,0.1,122.63,each,3.68,33.14
OFF-AP-4219,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",0.1,3.23,each,0.1,3.5
OFF-AP-4220,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,0.1,37.22,each,1.12,40.78
OFF-AP-4222,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",0.1,76.39,each,2.29,20.93
OFF-AP-4223,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,0.1,45.13,each,1.35,12.2
OFF-AP-4224,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,0.1,22.93,each,0.69,24.78
OFF-AP-4239,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,0.1,29.61,each,0.89,33.37
OFF-AP-4240,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,0.1,24.88,each,0.75,6.72
OFF-AP-4241,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,0.1,20.26,each,0.61,22.21
OFF-AP-4242,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,0.1,19.07,each,0.57,21.19
OFF-AP-4247,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,0.1,9.22,each,0.28,2.6
OFF-AP-4254,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,0.1,49.52,each,1.49,13.57
OFF-AP-4270,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,0.1,14.59,each,0.44,16.22
OFF-AP-4279,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",0.1,36.2,each,1.09,9.78
OFF-AP-4286,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",0.1,43.36,each,1.3,60.22
OFF-AP-4292,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,0.1,27.02,each,0.81,7.61
OFF-AP-4490,Office Supplies,Appliances,"Hamilton Beach Blender, Black",0.1,37.12,each,1.11,18.79
OFF-AP-4491,Office Supplies,Appliances,"Hamilton Beach Blender, Silver",0.1,71.04,each,2.13,28.42
OFF-AP-4492,Office Supplies,Appliances,"Hamilton Beach Blender, White",0.1,41.64,each,1.25,28.72
OFF-AP-4493,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Black",0.1,23.16,each,0.69,16.84
OFF-AP-4494,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red",0.1,16.78,each,0.5,28.44
OFF-AP-4495,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Silver",0.1,16.5,each,0.5,17.36
OFF-AP-4496,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White",0.1,22.86,each,0.69,12.24
OFF-AP-4509,Office Supplies,Appliances,"Hamilton Beach Toaster, Black",0.1,36.84,each,1.11,37.96
OFF-AP-4510,Office Supplies,Appliances,"Hamilton Beach Toaster, Red",0.1,55.23,each,1.66,23
OFF-AP-4511,Office Supplies,Appliances,"Hamilton Beach Toaster, Silver",0.1,32.64,each,0.98,17.48
OFF-AP-4512,Office Supplies,Appliances,"Hamilton Beach Toaster, White",0.1,31.74,each,0.95,27.83
OFF-AP-4565,Office Supplies,Appliances,Harmony Air Purifier,0.1,120.96,each,3.63,37.8
OFF-AP-4566,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,0.1,7.61,each,0.23,9.36
OFF-AP-4603,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,0.1,14.51,each,0.44,17.33
OFF-AP-4604,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",0.1,10.95,each,0.33,3.98
OFF-AP-4606,Office Supplies,Appliances,Holmes HEPA Air Purifier,0.1,14.16,each,0.42,4.36
OFF-AP-4607,Office Supplies,Appliances,Holmes Odor Grabber,0.1,9.66,each,0.29,2.88
OFF-AP-4608,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.1,8.59,each,0.26,11.85
OFF-AP-4609,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",0.1,6.46,each,0.19,11.33
OFF-AP-4610,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0.1,38.53,each,1.16,13.76
OFF-AP-4611,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",0.1,7.47,each,0.22,2.26
OFF-AP-4714,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,0.1,52.94,each,1.59,15.34
OFF-AP-4718,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,0.1,52.7,each,1.58,62.92
OFF-AP-4719,Office Supplies,Appliances,"Hoover Blender, Black",0.1,42.58,each,1.28,25.42
OFF-AP-4720,Office Supplies,Appliances,"Hoover Blender, Silver",0.1,52.48,each,1.57,64.78
OFF-AP-4721,Office Supplies,Appliances,"Hoover Blender, White",0.1,48.32,each,1.45,39.17
OFF-AP-4722,Office Supplies,Appliances,"Hoover Coffee Grinder, Black",0.1,31.4,each,0.94,27.29
OFF-AP-4723,Office Supplies,Appliances,"Hoover Coffee Grinder, Red",0.1,36.7,each,1.1,27.52
OFF-AP-4724,Office Supplies,Appliances,"Hoover Coffee Grinder, Silver",0.1,42.42,each,1.27,34.77
OFF-AP-4725,Office Supplies,Appliances,"Hoover Coffee Grinder, White",0.1,64.95,each,1.95,20.08
OFF-AP-4726,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,0.1,2.58,each,0.08,0.7
OFF-AP-4727,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,0.1,172.11,each,5.16,46.52
OFF-AP-4728,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.1,5.67,each,0.17,1.55
OFF-AP-4729,Office Supplies,Appliances,Hoover Commercial SteamVac,0.1,9.51,each,0.29,2.72
OFF-AP-4734,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,0.1,3.36,each,0.1,0.9
OFF-AP-4738,Office Supplies,Appliances,"Hoover Refrigerator, White",0.1,297.16,each,8.91,349.6
OFF-AP-4739,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.1,1.55,each,0.05,0.44
OFF-AP-4740,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",0.1,2.92,each,0.09,0.79
OFF-AP-4741,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,0.1,268.37,each,8.05,71.56
OFF-AP-4746,Office Supplies,Appliances,"Hoover Toaster, Black",0.1,59.82,each,1.79,68.95
OFF-AP-4747,Office Supplies,Appliances,"Hoover Toaster, Red",0.1,52.42,each,1.57,33.46
OFF-AP-4748,Office Supplies,Appliances,"Hoover Toaster, Silver",0.1,54.03,each,1.62,25.32
OFF-AP-4749,Office Supplies,Appliances,"Hoover Toaster, White",0.1,53.16,each,1.59,24.53
OFF-AP-4750,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,0.1,205.57,each,6.17,57.91
OFF-AP-4928,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,0.1,58.55,each,1.76,16.26
OFF-AP-4929,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,0.1,14.95,each,0.45,20.48
OFF-AP-4931,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,0.1,30.74,each,0.92,8.2
OFF-AP-4932,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,0.1,91.78,each,2.75,26.22
OFF-AP-4933,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,0.1,126.37,each,3.79,35.6
OFF-AP-4949,Office Supplies,Appliances,"KitchenAid Blender, Black",0.1,60.15,each,1.8,29.1
OFF-AP-4950,Office Supplies,Appliances,"KitchenAid Blender, Silver",0.1,64.26,each,1.93,29.66
OFF-AP-4951,Office Supplies,Appliances,"KitchenAid Blender, White",0.1,52.8,each,1.58,39.84
OFF-AP-4952,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",0.1,41.25,each,1.24,34.95
OFF-AP-4953,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Red",0.1,58.5,each,1.76,28.19
OFF-AP-4954,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Silver",0.1,56.28,each,1.69,21.37
OFF-AP-4955,Office Supplies,Appliances,"KitchenAid Coffee Grinder, White",0.1,24.26,each,0.73,45.74
OFF-AP-4968,Office Supplies,Appliances,"KitchenAid Toaster, Black",0.1,59.34,each,1.78,33.9
OFF-AP-4969,Office Supplies,Appliances,"KitchenAid Toaster, Red",0.1,45.24,each,1.36,25.6
OFF-AP-4970,Office Supplies,Appliances,"KitchenAid Toaster, Silver",0.1,39.6,each,1.19,34.43
OFF-AP-4971,Office Supplies,Appliances,"KitchenAid Toaster, White",0.1,32.28,each,0.97,55.64
OFF-AP-5935,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",0.1,2.34,each,0.07,2.6
OFF-AP-6318,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.1,43.29,each,1.3,12.19
OFF-AP-6319,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,0.1,52.52,each,1.58,14.19
OFF-AP-6320,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,0.1,36.7,each,1.1,10.19
OFF-AR-5303,Office Supplies,Art,Newell 325,0.1,2.89,each,0.09,3.3
OFF-AR-5307,Office Supplies,Art,Newell 329,0.1,2.43,each,0.07,3.28
OFF-AR-5334,Office Supplies,Art,Newell Chalk Holder,0.1,2.23,each,0.07,3.3
OFF-AR-5910,Office Supplies,Art,"Sanford Highlighters, Blue",0.1,6.62,each,0.2,10.5
OFF-AR-5923,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",0.1,10.1,each,0.3,10.44
OFF-AR-5926,Office Supplies,Art,"Sanford Pens, Fluorescent",0.1,7.1,each,0.21,3.3
OFF-AR-6118,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",0.1,11.12,each,0.33,10.42
OFF-BI-2883,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",0.1,18.48,each,0.55,20.08
OFF-BI-2884,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",0.1,18.1,each,0.54,20.32
OFF-BI-2899,Office Supplies,Binders,"Acco Binding Machine, Clear",0.1,26.96,each,0.81,20.22
OFF-BI-3256,Office Supplies,Binders,"Avery Binding Machine, Durable",0.1,47.34,each,1.42,20.14
OFF-BI-3713,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",0.1,15.56,each,0.47,20.2
OFF-BI-3726,Office Supplies,Binders,"Cardinal Binding Machine, Economy",0.1,29.2,each,0.88,19.91
OFF-BI-3727,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",0.1,19.4,each,0.58,20.05
OFF-BI-3749,Office Supplies,Binders,Catalog Binders with Expanding Posts,0.1,37,each,1.11,20.18
OFF-BI-4368,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,0.1,13.46,each,0.4,19.94
OFF-BI-4805,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",0.1,15.04,each,0.45,20.3
OFF-BI-5046,Office Supplies,Binders,Large Capacity Hanging Post Binders,0.1,13.47,each,0.4,19.96
OFF-BI-6383,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",0.1,30.62,each,0.92,20.18
OFF-EN-3077,Office Supplies,Envelopes,Airmail Envelopes,0.1,44.48,each,1.33,67.14
OFF-EN-3095,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,0.1,44.51,each,1.34,67.18
OFF-EN-3096,Office Supplies,Envelopes,"Ames Interoffice Envelope, Recycled",0.1,43.92,each,1.32,39.53
OFF-EN-3097,Office Supplies,Envelopes,"Ames Interoffice Envelope, Security-Tint",0.1,40.89,each,1.23,42.77
OFF-EN-3098,Office Supplies,Envelopes,"Ames Interoffice Envelope, Set of 50",0.1,27.54,each,0.83,45.12
OFF-EN-3099,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",0.1,46.23,each,1.39,43.79
OFF-EN-3101,Office Supplies,Envelopes,"Ames Mailers, Security-Tint",0.1,19.89,each,0.6,38.25
OFF-EN-3103,Office Supplies,Envelopes,"Ames Mailers, with clear poly window",0.1,20.1,each,0.6,39.39
OFF-EN-3512,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",0.1,21.99,each,0.66,39.98
OFF-EN-3653,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,0.1,32.98,each,0.99,49.78
OFF-EN-3661,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",0.1,29.13,each,0.87,41.61
OFF-EN-3662,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Security-Tint",0.1,44.85,each,1.35,49.83
OFF-EN-3663,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",0.1,25.62,each,0.77,39.37
OFF-EN-3664,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",0.1,44.88,each,1.35,45.87
OFF-EN-3666,Office Supplies,Envelopes,"Cameo Mailers, Security-Tint",0.1,38.13,each,1.14,40.56
OFF-EN-3667,Office Supplies,Envelopes,"Cameo Mailers, Set of 50",0.1,20.25,each,0.61,38.16
OFF-EN-3668,Office Supplies,Envelopes,"Cameo Mailers, with clear poly window",0.1,40.05,each,1.2,41.7
